Trial no.	Method 1	Method 2	Method 3	Method 4	Method 5	Method 6	Method 7	Method 8	Real contrib
3		-0.000132	-0.024143	-0.001328	0.123616	0.061566	-0.011203	0.112144	0.050201	0.878049
0		0.013474	0.032279	0.014811	0.082199	0.048235	0.034223	0.103530	0.068831	0.900000
1		-0.009538	-0.007508	-0.007450	-0.067429	-0.037199	-0.018968	-0.088523	-0.053700	1.100000
2		-0.046507	-0.019186	-0.046818	-0.015971	-0.031518	-0.017701	0.001039	-0.008343	1.000000
3		0.044871	-0.001606	0.041683	0.016163	0.029025	0.007765	0.003160	0.005465	1.000000
0		-0.036260	-0.003551	-0.035137	0.048923	0.006649	0.003955	0.097473	0.050624	0.900000
1		0.009555	0.006581	0.008704	0.014891	0.011780	0.011813	0.004642	0.008234	1.000000
2		-0.007787	-0.000818	-0.005936	-0.064180	-0.034889	-0.012994	-0.087405	-0.050128	1.100000
3		0.031645	-0.002486	0.029448	0.011677	0.020614	-0.001078	0.003778	0.001345	1.000000
0		-0.000477	0.009172	-0.000185	-0.047734	-0.023914	-0.006384	-0.065909	-0.036110	1.073171
1		0.008641	-0.032244	0.008805	0.028965	0.018865	-0.040559	0.019438	-0.010597	0.975610
2		-0.010852	-0.017155	-0.011499	0.011895	0.000176	-0.007277	0.024442	0.008563	0.975610
3		0.002737	0.039309	0.002898	0.011647	0.007264	0.054858	0.028620	0.041755	0.975610
0		0.055302	0.050030	0.054458	0.037244	0.045852	0.061527	0.031029	0.046316	0.975610
1		-0.012443	-0.001283	-0.010486	0.116788	0.053146	-0.002992	0.119779	0.058240	0.878049
2		-0.017610	-0.004732	-0.017383	-0.061386	-0.039383	-0.013248	-0.063512	-0.038317	1.073171
3		-0.022484	-0.039701	-0.023545	-0.068026	-0.045784	-0.040238	-0.062697	-0.051440	1.073171
0		0.012901	0.011008	0.013151	0.035137	0.024054	0.031505	0.026660	0.029084	0.975610
1		-0.008471	-0.002101	-0.008857	0.019092	0.005002	0.011446	0.025429	0.018433	0.975610
2		-0.031853	-0.020254	-0.031680	0.003767	-0.014103	-0.023144	0.021557	-0.000809	0.975610
3		0.024930	0.010315	0.024897	-0.052724	-0.013594	-0.018006	-0.066951	-0.042462	1.073171
0		0.007224	0.002366	0.009258	0.046271	0.027767	-0.000829	0.047194	0.023154	0.952381
1		0.011108	-0.017851	0.008769	0.049818	0.029295	-0.004804	0.047061	0.021098	0.952381
2		0.038583	0.021414	0.037748	-0.036201	0.000770	0.014003	-0.043228	-0.014579	1.047619
3		-0.055248	-0.007337	-0.054136	-0.051153	-0.052645	-0.008882	-0.042458	-0.025651	1.047619
0		-0.053828	-0.078296	-0.055255	-0.060256	-0.057745	-0.072173	-0.068138	-0.070156	1.073171
1		0.046943	0.024399	0.044793	0.035101	0.039968	0.027845	0.025175	0.026510	0.975610
2		0.052678	0.061901	0.055484	0.037507	0.046534	0.042581	0.025136	0.033859	0.975610
3		-0.040410	-0.000175	-0.039497	-0.006327	-0.022982	0.008965	0.024641	0.016802	0.975610
0		0.024972	0.010599	0.023877	0.030030	0.026946	0.014566	0.026359	0.020456	0.975610
1		0.025758	0.013947	0.024550	0.030011	0.027274	0.016681	0.026548	0.021609	0.975610
2		-0.063308	-0.052786	-0.063095	0.001695	-0.030779	-0.034777	0.019896	-0.007469	0.975610
3		0.011435	0.025673	0.013335	-0.056123	-0.021309	0.003208	-0.066185	-0.031451	1.073171
0		-0.029059	-0.031012	-0.029243	-0.040464	-0.034841	-0.031318	-0.047106	-0.039203	1.052632
1		-0.027315	0.010759	-0.026095	-0.033306	-0.029693	0.002247	-0.047834	-0.022765	1.052632
2		0.081344	0.077702	0.081470	0.149495	0.115408	0.096532	0.178339	0.137389	0.842105
3		-0.008702	-0.041909	-0.009838	-0.045826	-0.027793	-0.048155	-0.047731	-0.047943	1.052632
0		0.004140	-0.010250	0.003297	-0.026664	-0.011535	-0.007840	-0.046550	-0.027160	1.052632
1		-0.007433	0.008803	-0.005905	-0.018301	-0.012041	-0.008824	-0.046571	-0.027664	1.052632
2		-0.013623	-0.040647	-0.015072	-0.030932	-0.022923	-0.034602	-0.046184	-0.040383	1.052632
3		0.021146	0.052617	0.022099	0.094872	0.058124	0.064081	0.174132	0.119007	0.842105
0		0.006636	-0.010142	0.008120	0.010948	0.009527	-0.019094	0.001269	-0.008928	1.000000
1		0.016006	0.014316	0.017196	0.099111	0.057941	0.023391	0.101534	0.062403	0.900000
2		0.015864	-0.017479	0.012841	-0.081437	-0.034054	-0.023218	-0.088127	-0.055623	1.100000
3		-0.038492	0.016484	-0.037722	-0.010566	-0.024215	0.023582	0.004290	0.013951	1.000000
0		-0.003567	0.014441	-0.001842	0.203355	0.098786	0.067010	0.362265	0.212682	0.666667
1		-0.004016	0.039429	-0.002058	0.037800	0.017488	0.040501	0.031630	0.036125	1.000000
2		-0.023907	-0.018548	-0.023472	-0.082978	-0.052654	-0.032624	-0.159852	-0.095395	1.222222
3		0.032052	-0.023748	0.028777	-0.064757	-0.017092	-0.040771	-0.069989	-0.055187	1.111111
0		-0.021866	-0.013107	-0.019763	0.011850	-0.004079	-0.020336	0.003492	-0.008459	1.000000
1		0.017047	0.009260	0.017871	0.103714	0.060461	0.025613	0.093069	0.059235	0.909091
2		0.003554	-0.015920	0.000712	-0.140682	-0.069440	-0.031992	-0.148537	-0.090082	1.181818
3		0.002386	0.025854	0.002943	0.066138	0.034297	0.038346	0.096189	0.067177	0.909091
0		0.040894	0.058324	0.041159	0.061009	0.051041	0.079943	0.109315	0.094543	0.909091
1		-0.056051	-0.053195	-0.054840	0.020864	-0.017151	-0.033744	0.077544	0.021576	0.909091
2		0.008050	-0.053110	0.005243	0.008640	0.006934	-0.054907	0.000235	-0.027496	1.000000
3		0.004848	0.040994	0.006087	-0.070291	-0.031937	0.010921	-0.143936	-0.066057	1.181818
0		0.000760	-0.000339	0.000570	0.032499	0.016406	0.014807	0.033888	0.024299	0.975610
1		-0.024804	-0.019096	-0.024300	0.024644	-0.000025	-0.014523	0.028572	0.006915	0.975610
2		-0.031876	-0.016108	-0.031253	0.112442	0.040015	-0.004493	0.113403	0.054155	0.878049
3		0.043944	0.028277	0.043215	-0.131951	-0.043662	0.003133	-0.137102	-0.066628	1.170732
0		0.038024	0.011300	0.036696	-0.027981	0.004728	-0.003003	-0.039707	-0.021269	1.052632
1		0.015395	0.003452	0.016419	-0.022582	-0.002858	-0.013105	-0.039408	-0.026195	1.052632
2		-0.006922	0.017009	-0.007046	0.001438	-0.002852	0.027773	-0.041095	-0.006501	1.052632
3		-0.058122	-0.039701	-0.057587	0.061406	0.001228	-0.014581	0.150263	0.067457	0.842105
0		-0.012455	0.023987	-0.011423	-0.055474	-0.033386	0.014047	-0.098178	-0.041878	1.116279
1		0.022689	-0.041625	0.016674	0.077452	0.046977	-0.017755	0.064475	0.023223	0.930233
2		-0.032700	-0.000806	-0.031849	0.008010	-0.011976	0.001782	0.069072	0.035315	0.930233
3		0.022688	0.012406	0.026258	-0.017177	0.004602	-0.000803	-0.014303	-0.007531	1.023256
0		0.034157	0.012496	0.032863	0.082387	0.057636	0.019400	0.077827	0.048573	0.923077
1		-0.009102	-0.022803	-0.009813	-0.024814	-0.017317	-0.018110	-0.021771	-0.019938	1.025641
2		0.059545	0.062776	0.059076	-0.005846	0.026601	0.059510	-0.022275	0.018675	1.025641
3		-0.081185	-0.051219	-0.078840	-0.043488	-0.061156	-0.058861	-0.025998	-0.042452	1.025641
0		0.023165	-0.016866	0.021946	-0.102993	-0.039748	-0.043584	-0.114286	-0.078720	1.142857
1		-0.032916	0.017788	-0.032311	-0.006174	-0.019405	0.023510	-0.014747	0.004498	1.028571
2		-0.030963	-0.021625	-0.028596	0.134522	0.051950	0.005966	0.200171	0.102478	0.800000
3		0.031259	0.017772	0.030168	0.015983	0.023163	0.020276	-0.013958	0.003263	1.028571
0		0.007695	-0.013300	0.007936	0.000409	0.004173	-0.021394	-0.000672	-0.011036	1.000000
1		-0.004805	-0.022525	-0.005143	0.000346	-0.002399	-0.023740	-0.000797	-0.012272	1.000000
2		-0.017642	0.001024	-0.017419	-0.009052	-0.013237	0.005242	0.000834	0.003039	1.000000
3		0.014752	0.034800	0.014626	0.008298	0.011463	0.039892	0.000635	0.020270	1.000000
0		0.003357	0.012351	0.003870	0.003111	0.003491	0.007655	0.000053	0.003854	1.000000
1		0.005533	0.009458	0.007370	0.002886	0.005131	0.001049	0.000061	0.000555	1.000000
2		0.015275	-0.012312	0.012863	0.002237	0.007556	-0.010731	-0.000186	-0.005459	1.000000
3		-0.024164	-0.009498	-0.024103	-0.008234	-0.016178	0.002027	0.000072	0.001049	1.000000
0		0.018945	0.045910	0.020841	0.018374	0.019623	0.026709	-0.011992	0.007455	1.025641
1		-0.013958	-0.008811	-0.013883	0.116134	0.050313	0.018152	0.179408	0.098377	0.820513
2		0.036817	0.007641	0.034988	-0.091195	-0.027315	-0.006206	-0.104735	-0.055225	1.128205
3		-0.048278	-0.047267	-0.048222	-0.010966	-0.029827	-0.034404	-0.016325	-0.025410	1.025641
0		-0.000624	-0.016315	-0.003098	-0.025356	-0.014235	-0.009747	-0.022200	-0.015967	1.025641
1		0.029664	0.052489	0.032322	-0.020909	0.005686	0.027164	-0.022765	0.002228	1.025641
2		-0.027789	-0.022603	-0.028055	-0.027205	-0.027630	-0.013869	-0.022364	-0.018112	1.025641
3		-0.001390	-0.015078	-0.001299	0.081633	0.040200	-0.003942	0.074810	0.035389	0.923077
0		0.010683	-0.025304	0.008165	-0.025482	-0.008444	-0.026171	-0.038996	-0.032556	1.052632
1		0.026894	0.013126	0.025219	-0.094394	-0.033826	-0.003724	-0.128784	-0.065981	1.157895
2		-0.078673	-0.061493	-0.076313	0.025347	-0.026130	-0.043470	0.043364	-0.000242	0.947368
3		0.038175	0.082762	0.040970	0.133129	0.086462	0.086739	0.177039	0.131692	0.842105
0		0.020391	0.014647	0.020376	0.035283	0.027788	0.010023	0.027899	0.018942	0.975610
1		0.035351	0.020375	0.035973	-0.057579	-0.010538	0.007133	-0.064315	-0.028517	1.073171
2		0.020929	0.062516	0.020989	0.033417	0.027168	0.058660	0.030791	0.044754	0.975610
3		-0.080206	-0.099576	-0.080935	-0.005364	-0.043363	-0.076529	0.012056	-0.032328	0.975610
0		-0.022127	-0.005471	-0.021844	-0.053379	-0.037640	-0.016067	-0.066489	-0.041255	1.073171
1		-0.006593	-0.059238	-0.011349	0.021256	0.004983	-0.042679	0.018948	-0.011894	0.975610
2		0.013701	0.033143	0.016500	0.018583	0.017544	0.032481	0.027180	0.029833	0.975610
3		0.017232	0.032114	0.018878	0.018878	0.018878	0.027872	0.027010	0.027441	0.975610
0		0.026342	0.048372	0.026483	0.064448	0.045493	0.053000	0.130174	0.091458	0.878049
1		-0.035150	-0.050791	-0.034949	0.022041	-0.006413	-0.041710	0.019540	-0.011188	0.975610
2		0.015840	0.013400	0.015896	0.017110	0.016504	0.020978	0.031394	0.026168	0.975610
3		-0.003665	-0.005120	-0.003985	-0.080962	-0.042529	-0.022473	-0.140076	-0.081077	1.170732
0		0.049137	0.031071	0.046931	0.022555	0.034700	0.036132	0.029596	0.032871	0.975610
1		0.014912	0.022486	0.015178	0.014287	0.014731	0.028783	0.029112	0.028947	0.975610
2		-0.045455	-0.075875	-0.044930	0.017716	-0.013495	-0.074239	0.012449	-0.030976	0.975610
3		-0.016903	0.020289	-0.015617	-0.049598	-0.032668	0.008476	-0.064689	-0.028038	1.073171
0		-0.016127	-0.051985	-0.017330	-0.087022	-0.052101	-0.057560	-0.087172	-0.072337	1.100000
1		0.000334	0.046480	0.000847	0.004893	0.002866	0.045091	0.003975	0.024574	1.000000
2		0.000981	-0.020207	0.000935	0.085078	0.042916	-0.012187	0.097243	0.042419	0.900000
3		0.016523	0.028890	0.017374	0.014261	0.015821	0.029193	0.004396	0.016819	1.000000
0		-0.050583	-0.083363	-0.052670	0.114283	0.030206	-0.047533	0.101792	0.026775	0.878049
1		0.070892	0.054160	0.071299	-0.054681	0.008762	0.039605	-0.059306	-0.009616	1.073171
2		-0.011912	0.042156	-0.011205	0.015470	0.002036	0.040469	0.036146	0.038318	0.975610
3		-0.018676	-0.024278	-0.018019	-0.052886	-0.035327	-0.037504	-0.056838	-0.047125	1.073171
0		0.041362	0.003330	0.040867	-0.005747	0.017788	-0.008528	-0.013161	-0.010832	1.025641
1		-0.035795	-0.027307	-0.034545	0.089246	0.026745	-0.005341	0.175107	0.084380	0.820513
2		-0.004413	0.050595	-0.003315	0.010456	0.003503	0.047309	-0.012852	0.017396	1.025641
3		-0.007558	-0.029164	-0.009015	-0.069188	-0.038807	-0.031371	-0.103703	-0.067335	1.128205
0		0.009337	0.015524	0.013304	0.008167	0.010746	0.006449	0.000060	0.003255	1.000000
1		0.014166	-0.012245	0.011491	0.008934	0.010218	-0.009062	-0.000111	-0.004587	1.000000
2		-0.060842	-0.010785	-0.059919	-0.026358	-0.043207	-0.005861	-0.000033	-0.002947	1.000000
3		0.037339	0.007506	0.035125	0.009256	0.022243	0.008474	0.000084	0.004279	1.000000
0		-0.043003	-0.025005	-0.042564	-0.122211	-0.082551	-0.041005	-0.140534	-0.090616	1.170732
1		0.015959	0.041284	0.018479	0.014866	0.016665	0.024173	0.031268	0.027709	0.975610
2		0.027361	-0.007301	0.024816	0.129586	0.077416	0.011415	0.119048	0.065065	0.878049
3		0.011020	-0.004706	0.010264	0.015160	0.012722	0.014760	0.030231	0.022471	0.975610
0		-0.000679	-0.005230	-0.001146	0.056641	0.027714	0.005500	0.076924	0.041176	0.923077
1		0.000161	0.033644	0.001129	-0.005893	-0.002378	0.018515	-0.023060	-0.002252	1.025641
2		-0.005917	-0.026655	-0.007411	-0.022320	-0.014857	-0.027380	-0.023162	-0.025273	1.025641
3		0.006367	-0.002282	0.007314	-0.022763	-0.007707	0.003916	-0.023009	-0.009533	1.025641
0		0.026470	0.001885	0.025766	-0.020543	0.002664	-0.007577	-0.024680	-0.016127	1.025641
1		-0.039202	-0.020318	-0.038406	-0.026786	-0.032609	-0.019422	-0.024604	-0.022013	1.025641
2		-0.029617	0.003328	-0.025774	-0.020820	-0.023303	-0.018119	-0.024600	-0.021359	1.025641
3		0.047054	0.016784	0.042683	0.075721	0.059164	0.050132	0.082093	0.066110	0.923077
0		-0.040356	-0.027195	-0.039354	0.041653	0.000682	-0.021712	0.044297	0.011158	0.952381
1		0.079970	0.050926	0.077903	-0.104547	-0.012268	0.021875	-0.117819	-0.047687	1.142857
2		-0.038015	-0.037277	-0.036415	0.053981	0.008261	-0.028170	0.042705	0.007123	0.952381
3		-0.017593	0.003360	-0.017714	0.029822	0.005779	0.023633	0.054381	0.038944	0.952381
0		0.035643	-0.004214	0.032909	0.073100	0.053022	0.010430	0.070197	0.040281	0.930233
1		-0.047694	-0.038929	-0.046339	-0.093608	-0.069994	-0.053293	-0.102242	-0.077741	1.116279
2		0.000452	0.010578	0.000199	-0.009301	-0.004555	0.012267	-0.019890	-0.003794	1.023256
3		0.021093	0.039294	0.022478	0.049461	0.035982	0.040028	0.074373	0.057182	0.930233
0		-0.044545	-0.020964	-0.042971	-0.034405	-0.038875	-0.029622	-0.085584	-0.056651	1.176471
1		0.034546	0.006579	0.031585	-0.072210	-0.018042	0.000378	-0.090096	-0.043319	1.176471
2		0.009984	0.029678	0.010356	0.434423	0.213112	0.104317	0.657075	0.371288	0.470588
3		0.006006	0.002514	0.007243	-0.067154	-0.028328	-0.012483	-0.087150	-0.048545	1.176471
0		-0.055438	-0.047420	-0.053457	0.078664	0.012404	-0.034236	0.088411	0.026908	0.900000
1		-0.018406	0.008860	-0.015902	-0.077325	-0.046521	-0.017397	-0.085572	-0.051385	1.100000
2		0.035930	0.023228	0.034820	0.006061	0.020484	0.024129	0.007277	0.015728	1.000000
3		0.034211	0.009703	0.030784	0.008199	0.019525	0.025820	0.007283	0.016578	1.000000
0		-0.004974	0.020032	-0.003419	-0.019659	-0.011561	0.006704	-0.020505	-0.006872	1.025641
1		-0.017955	0.021079	-0.017604	-0.025141	-0.021383	0.018585	-0.020941	-0.001137	1.025641
2		-0.000441	-0.059402	-0.004581	0.077564	0.036601	-0.039276	0.069208	0.014853	0.923077
3		0.023325	0.012352	0.025147	-0.025008	0.000003	0.010060	-0.020842	-0.005359	1.025641
0		0.000769	0.027227	0.003745	-0.032589	-0.014353	0.006639	-0.044546	-0.018880	1.052632
1		0.008266	-0.003594	0.005439	0.139738	0.072333	0.029971	0.165092	0.097338	0.842105
2		-0.006880	-0.019188	-0.009432	-0.036468	-0.022898	-0.013303	-0.043742	-0.028479	1.052632
3		-0.000501	-0.005165	0.001336	-0.042733	-0.020614	-0.017312	-0.043785	-0.030511	1.052632
0		-0.046686	-0.038570	-0.046331	-0.020963	-0.033676	-0.019529	-0.000396	-0.009967	1.000000
1		-0.025091	-0.013338	-0.023423	-0.005686	-0.014575	-0.022322	-0.000710	-0.011521	1.000000
2		0.045542	-0.008078	0.041865	0.004600	0.023275	-0.012408	0.000150	-0.006132	1.000000
3		0.026236	0.059986	0.027889	0.022048	0.024975	0.054258	0.000956	0.027620	1.000000
0		-0.022769	-0.041532	-0.025479	-0.066667	-0.046056	-0.041297	-0.067931	-0.054612	1.073171
1		0.019080	0.022458	0.020171	0.026351	0.023258	0.015807	0.024950	0.020378	0.975610
2		-0.000700	0.014918	0.001509	0.023453	0.012472	0.008551	0.024614	0.016582	0.975610
3		0.006666	0.008309	0.006347	0.023530	0.014932	0.021068	0.025160	0.023114	0.975610
0		0.035161	-0.000339	0.033936	0.013622	0.023848	-0.001895	0.000538	-0.000679	1.000000
1		-0.040401	0.008525	-0.039630	-0.017499	-0.028639	0.008942	0.000802	0.004873	1.000000
2		-0.064849	-0.050127	-0.063296	-0.013950	-0.038790	-0.038250	-0.001941	-0.020101	1.000000
3		0.070089	0.041941	0.068989	0.017828	0.043581	0.031203	0.000601	0.015906	1.000000
0		-0.010535	-0.014682	-0.009966	0.060240	0.025013	-0.004284	0.075421	0.035524	0.923077
1		-0.024357	-0.017996	-0.023999	-0.017650	-0.020836	-0.017421	-0.022584	-0.020000	1.025641
2		-0.026318	0.003494	-0.025651	-0.018491	-0.022084	0.005995	-0.022490	-0.008231	1.025641
3		0.060157	0.027716	0.058618	-0.018075	0.020408	0.015282	-0.022805	-0.003740	1.025641
0		0.008266	0.047188	0.008967	-0.000275	0.004333	0.040956	0.020390	0.030753	1.000000
1		-0.002947	-0.003619	-0.003057	-0.136383	-0.069905	-0.016539	-0.153595	-0.084534	1.200000
2		-0.005951	-0.034673	-0.008365	-0.005525	-0.006941	-0.025740	0.011323	-0.007353	1.000000
3		0.001527	-0.010216	0.003832	0.211824	0.108116	0.005789	0.190752	0.097551	0.800000
0		0.026789	0.013237	0.025847	0.022851	0.024370	0.019848	-0.018291	0.000824	1.025641
1		-0.008564	0.029224	-0.007640	0.054120	0.022801	0.029047	0.081713	0.055316	0.923077
2		0.026184	-0.014346	0.025555	-0.088069	-0.030450	-0.030617	-0.109342	-0.069884	1.128205
3		-0.053204	-0.026398	-0.052312	0.028130	-0.012663	-0.013680	0.072251	0.029182	0.923077
0		-0.039907	-0.041618	-0.038782	0.057700	0.009031	-0.030711	0.090328	0.029640	0.900000
1		0.043100	-0.004574	0.039844	-0.074643	-0.016892	-0.026316	-0.085834	-0.055992	1.100000
2		-0.021339	0.024219	-0.019859	0.006548	-0.006773	0.042112	0.006747	0.024479	1.000000
3		0.009846	0.018268	0.010935	0.023629	0.017225	0.014476	0.006375	0.010437	1.000000
0		-0.012992	0.004978	-0.012437	-0.062490	-0.036386	-0.010881	-0.099715	-0.051976	1.290323
1		0.038019	0.079197	0.041751	0.020608	0.031635	0.059310	0.007171	0.035190	1.161290
2		0.008106	-0.016466	0.012674	0.995985	0.483159	0.071450	0.936180	0.471481	0.258065
3		-0.022847	-0.072962	-0.027674	-0.155254	-0.088717	-0.056788	-0.093975	-0.073991	1.290323
0		0.099414	0.067323	0.101341	0.190902	0.146086	0.064958	0.178834	0.121785	0.837209
1		-0.048630	-0.005667	-0.048184	-0.041636	-0.044913	0.005385	-0.018188	-0.006379	1.023256
2		0.048114	0.006562	0.045244	-0.021172	0.012062	-0.000124	-0.018287	-0.009188	1.023256
3		-0.074088	-0.051313	-0.073310	-0.085602	-0.079451	-0.053541	-0.100690	-0.077070	1.116279
0		-0.028698	-0.034507	-0.027633	0.061328	0.017132	-0.019747	0.065088	0.022605	0.930233
1		0.025666	0.024075	0.025519	-0.009868	0.007713	0.015563	-0.018738	-0.001561	1.023256
2		-0.017520	-0.039681	-0.018292	-0.034110	-0.026252	-0.036722	-0.020750	-0.028749	1.023256
3		0.017943	0.046976	0.017894	-0.011775	0.002964	0.039111	-0.019683	0.009760	1.023256
0		0.036712	0.022888	0.035676	-0.016803	0.009436	0.020494	-0.013831	0.003387	1.023256
1		-0.021369	0.010267	-0.020317	-0.070544	-0.045431	-0.000978	-0.098314	-0.049488	1.116279
2		-0.057174	-0.051363	-0.056562	0.028195	-0.014182	-0.034527	0.060754	0.012958	0.930233
3		0.042433	0.013866	0.041700	0.074941	0.058321	0.013157	0.072437	0.042701	0.930233
0		0.040675	0.004950	0.038651	0.064566	0.051491	0.008127	0.055366	0.031544	0.956522
1		-0.017363	-0.018197	-0.018148	-0.164668	-0.090744	-0.042018	-0.220053	-0.130271	1.304348
2		-0.037818	-0.005258	-0.037442	0.037722	-0.000200	0.025975	0.134550	0.079797	0.869565
3		0.019119	0.027109	0.022147	0.138257	0.079676	0.028112	0.134627	0.080912	0.869565
0		0.000399	0.024083	-0.000018	0.003221	0.001599	0.044107	0.001381	0.022759	1.000000
1		0.033421	0.040405	0.033364	0.020367	0.026876	0.030879	0.001837	0.016368	1.000000
2		0.016986	-0.008601	0.018035	0.003232	0.010645	-0.030251	-0.000725	-0.015498	1.000000
3		-0.050805	-0.055887	-0.051381	-0.026820	-0.039121	-0.044735	-0.002493	-0.023629	1.000000
0		0.001447	0.014260	0.001982	0.002643	0.002312	0.008939	0.000131	0.004535	1.000000
1		-0.010115	-0.013974	-0.009497	0.000860	-0.004323	-0.017393	-0.000346	-0.008870	1.000000
2		0.020022	-0.006659	0.018603	0.001814	0.010216	-0.002035	0.000096	-0.000969	1.000000
3		-0.011354	0.006374	-0.011088	-0.005316	-0.008205	0.010488	0.000119	0.005304	1.000000
0		-0.027736	-0.031829	-0.027610	-0.002214	-0.015063	-0.034063	-0.017394	-0.025765	1.025641
1		0.005483	0.002670	0.004868	0.096907	0.050342	0.038733	0.184634	0.111359	0.820513
2		0.007261	0.025130	0.007860	-0.066989	-0.029121	0.001524	-0.105719	-0.051859	1.128205
3		0.015363	0.002050	0.015069	-0.001623	0.006822	0.001400	-0.014023	-0.006277	1.025641
0		-0.021427	0.030467	-0.019251	0.000161	-0.009602	0.013145	0.003909	0.008534	1.000000
1		0.002052	0.015845	0.003116	0.067526	0.035130	0.032622	0.103206	0.067860	0.900000
2		0.017868	-0.041779	0.012024	0.011911	0.011968	-0.027418	0.000162	-0.013649	1.000000
3		0.001557	-0.002680	0.004021	-0.066224	-0.030894	-0.013716	-0.088142	-0.050872	1.100000
0		0.040912	0.041705	0.044567	0.390386	0.216763	0.074940	0.398187	0.234309	0.648649
1		0.019540	-0.010363	0.016378	-0.047057	-0.015208	0.012128	-0.045583	-0.016325	1.081081
2		0.013875	0.009455	0.014509	-0.067327	-0.026240	-0.008114	-0.044503	-0.026055	1.081081
3		-0.052694	-0.021923	-0.052389	-0.108953	-0.080554	-0.044526	-0.135296	-0.089278	1.189189
0		-0.006919	0.023210	-0.006348	0.035872	0.014630	0.029279	0.093541	0.061116	0.923077
1		-0.038368	-0.062652	-0.038110	0.182198	0.071356	-0.038336	0.157488	0.058679	0.820513
2		0.038206	0.025297	0.037935	-0.102503	-0.031846	0.012726	-0.097251	-0.041759	1.128205
3		-0.004641	0.001278	-0.005025	-0.059354	-0.032020	-0.008800	-0.093819	-0.050920	1.128205
0		-0.009205	-0.013400	-0.009120	-0.050771	-0.029752	-0.027008	-0.045214	-0.036026	1.073171
1		-0.035632	-0.024724	-0.035479	0.088450	0.025912	0.017770	0.212985	0.114467	0.780488
2		0.045647	0.044881	0.045336	-0.042461	0.001844	0.028921	-0.129751	-0.049675	1.170732
3		-0.016146	-0.019339	-0.015989	0.036041	0.009785	-0.019212	0.035049	0.007665	0.975610
0		-0.038011	-0.051654	-0.036779	0.115177	0.038034	-0.018198	0.110699	0.045741	0.878049
1		0.018151	0.010699	0.018165	0.124164	0.070352	0.036487	0.130913	0.083327	0.878049
2		0.035501	0.006586	0.032587	-0.186979	-0.075513	-0.031363	-0.198969	-0.114503	1.268293
3		-0.028277	0.028298	-0.025610	0.027666	0.000619	0.024311	0.041209	0.032694	0.975610
0		0.072627	0.048651	0.070300	0.083881	0.077085	0.056448	0.082592	0.069516	0.923077
1		-0.056135	-0.038382	-0.053114	-0.029715	-0.041424	-0.050787	-0.025870	-0.038333	1.025641
2		-0.021897	-0.002474	-0.022599	-0.022400	-0.022500	0.006091	-0.024331	-0.009115	1.025641
3		0.012669	-0.002929	0.012444	-0.023378	-0.005452	-0.006108	-0.024132	-0.015117	1.025641
0		0.003518	0.000874	0.003456	-0.063297	-0.029669	-0.005085	-0.094022	-0.049406	1.111111
1		-0.029613	0.024335	-0.023881	0.075480	0.025426	0.013598	0.112346	0.062809	0.888889
2		0.031296	0.030996	0.030962	0.111583	0.070969	0.045326	0.119973	0.082526	0.888889
3		-0.004865	-0.045139	-0.009121	-0.086353	-0.047447	-0.042055	-0.091833	-0.066862	1.111111
0		0.011844	-0.009839	0.008964	-0.115263	-0.052806	-0.017497	-0.118924	-0.068035	1.142857
1		0.052081	0.049922	0.052832	0.062077	0.057429	0.045915	0.056821	0.051349	0.952381
2		0.029128	0.052927	0.030282	0.054281	0.042215	0.055332	0.057866	0.056595	0.952381
3		-0.095422	-0.091041	-0.093871	0.021957	-0.036278	-0.080250	0.028021	-0.026302	0.952381
0		0.010632	-0.014264	0.009523	0.043669	0.026618	-0.002458	0.047002	0.022251	0.952381
1		-0.034304	-0.002053	-0.034628	-0.043697	-0.039168	-0.008532	-0.043613	-0.026057	1.047619
2		0.039615	0.012621	0.039267	0.047338	0.043307	0.015344	0.049163	0.032239	0.952381
3		-0.011376	0.003547	-0.009726	-0.039037	-0.024400	-0.003182	-0.043809	-0.023478	1.047619
0		0.041919	0.012547	0.039468	0.003334	0.021431	0.009233	0.000480	0.004858	1.000000
1		0.007953	0.005512	0.007302	0.006161	0.006733	0.014531	0.000471	0.007503	1.000000
2		-0.051459	-0.029481	-0.049762	-0.013845	-0.031834	-0.037462	-0.001405	-0.019438	1.000000
3		0.001586	0.011422	0.002993	0.004349	0.003670	0.013697	0.000454	0.007077	1.000000
0		-0.021246	-0.020410	-0.020985	0.067183	0.022416	0.014556	0.091453	0.052849	0.909091
1		-0.024736	-0.003539	-0.024551	0.059644	0.016894	0.009009	0.089903	0.049293	0.909091
2		0.006602	0.025063	0.009305	0.035048	0.021977	0.006299	0.008860	0.007574	1.000000
3		0.029785	-0.002785	0.027155	-0.127215	-0.048834	-0.023456	-0.147002	-0.084980	1.181818
0		0.073864	0.038616	0.071050	-0.064538	0.003388	0.045734	-0.051949	-0.002721	1.073171
1		-0.036081	0.002745	-0.034709	-0.093105	-0.063850	-0.022967	-0.132232	-0.077168	1.170732
2		-0.012626	-0.021334	-0.010700	0.131099	0.060061	-0.017158	0.118345	0.050058	0.878049
3		-0.029545	-0.029523	-0.029861	0.071920	0.020930	-0.008117	0.121458	0.056159	0.878049
0		-0.021981	0.001115	-0.020887	0.004493	-0.008220	0.004285	0.024937	0.014602	0.975610
